STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_TRACE_RESTRICT_CONDITIONAL_SLOT_STR                         :{STRING}列车{STRING}在槽位：“{STRING}”内{BLACK}{STRING}，则
STR_TRACE_RESTRICT_CONDITIONAL_SLOT_OCCUPANCY                   :{0:STRING}槽位：“{2:TRSLOT}”的{1:STRING}{3:STRING} {4:COMMA}，则
STR_TRACE_RESTRICT_CONDITIONAL_SLOT_OCCUPANCY_STR               :{0:STRING}槽位：“{2:STRING}”的{1:STRING}{3:STRING}{4:STRING} {5:COMMA}，则
STR_TRACE_RESTRICT_CONDITIONAL_TRAIN_STATUS                     :{STRING}列车{STRING}状态：{STRING}，则
STR_TRACE_RESTRICT_CONDITIONAL_COUNTER                          :{STRING}计数器值：{TRCOUNTER} {STRING} {COMMA}，则
STR_TRACE_RESTRICT_CONDITIONAL_COUNTER_STR                      :{STRING}计数器值：{STRING} {BLACK}{STRING} {STRING} {COMMA}，则
STR_TRACE_RESTRICT_CONDITIONAL_ENGINE_CLASSES                   :{STRING}列车 {STRING}：{STRING}，则
STR_TRACE_RESTRICT_CONDITIONAL_TARGET_DIRECTION                 :{STRING}格：{STRING} {STRING} 的此信号块比 {STRING} 更远，则
STR_TRACE_RESTRICT_CONDITIONAL_PASSES_TILE_INDEX                :{STRING}{STRING} {STRING} {NUM} x {NUM}，则
STR_TRACE_RESTRICT_CONDITIONAL_UNDEFINED                        :{STRING}{STRING}{STRING}{RED}未定义{BLACK}{STRING}，则
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_UNDEFINED                :{STRING}{RED}未定义{BLACK}{STRING}，则
STR_TRACE_RESTRICT_PF_PENALTY_ITEM                              :添加寻路惩罚：{COMMA}
STR_TRACE_RESTRICT_PF_PENALTY_ITEM_PRESET                       :添加寻路惩罚：{STRING}
STR_TRACE_RESTRICT_WHITE                                        :{WHITE}
STR_TRACE_RESTRICT_START                                        :开始
STR_TRACE_RESTRICT_END                                          :结束
STR_TRACE_RESTRICT_PF_DENY                                      :拒绝通过
STR_TRACE_RESTRICT_PF_ALLOW                                     :允许通过
STR_TRACE_RESTRICT_PF_ALLOW_LONG                                :允许通过（撤回拒绝）
STR_TRACE_RESTRICT_RESERVE_THROUGH                              :延续预留
STR_TRACE_RESTRICT_RESERVE_THROUGH_CANCEL                       :取消延续预留
STR_TRACE_RESTRICT_LONG_RESERVE                                 :接续预留
STR_TRACE_RESTRICT_LONG_RESERVE_CANCEL                          :取消接续预留
STR_TRACE_RESTRICT_LONG_RESERVE_UNLESS_STOPPING                 :接续预留（除非停车）
STR_TRACE_RESTRICT_WAIT_AT_PBS                                  :等待信号
STR_TRACE_RESTRICT_WAIT_AT_PBS_CANCEL                           :取消等待信号
STR_TRACE_RESTRICT_PBS_RES_END_WAIT                             :等待在这里结束的预留路径信号
STR_TRACE_RESTRICT_PBS_RES_END_WAIT_CANCEL                      :取消等待在这里结束的预留路径信号
STR_TRACE_RESTRICT_PBS_RES_END_WAIT_SHORT                       :等待路径信号开始……
STR_TRACE_RESTRICT_PBS_RES_END_WAIT_CANCEL_SHORT                :取消等待路径信号开始……
STR_TRACE_RESTRICT_PF_PENALTY                                   :惩罚
STR_TRACE_RESTRICT_PF_VALUE_SMALL                               :小
STR_TRACE_RESTRICT_PF_VALUE_MEDIUM                              :中
STR_TRACE_RESTRICT_PF_VALUE_LARGE                               :大
STR_TRACE_RESTRICT_PF_VALUE_CUSTOM                              :自定义
STR_TRACE_RESTRICT_DIRECTION_FRONT                              :前
STR_TRACE_RESTRICT_DIRECTION_BACK                               :后
STR_TRACE_RESTRICT_DIRECTION_NE                                 :东北
STR_TRACE_RESTRICT_DIRECTION_SE                                 :东南
STR_TRACE_RESTRICT_DIRECTION_SW                                 :西南
STR_TRACE_RESTRICT_DIRECTION_NW                                 :西北
STR_TRACE_RESTRICT_DIRECTION_TUNBRIDGE_ENTRANCE                 :在进入桥隧中
STR_TRACE_RESTRICT_DIRECTION_TUNBRIDGE_EXIT                     :在离开桥隧中
STR_TRACE_RESTRICT_COMPANY                                      :公司
STR_TRACE_RESTRICT_UNDEFINED_COMPANY                            :未定义公司
STR_TRACE_RESTRICT_SLOT_OP                                      :槽位操作
STR_TRACE_RESTRICT_REVERSE                                      :倒转
STR_TRACE_RESTRICT_SPEED_RESTRICTION                            :限速
STR_TRACE_RESTRICT_NEWS_CONTROL                                 :新闻控制
STR_TRACE_RESTRICT_COUNTER_OP                                   :计数器控制
STR_TRACE_RESTRICT_PF_PENALTY_CONTROL                           :延迟控制
STR_TRACE_RESTRICT_SPEED_ADAPTATION_CONTROL                     :速度调整控制
STR_TRACE_RESTRICT_SIGNAL_MODE_CONTROL                          :信号模式控制
STR_TRACE_RESTRICT_SLOT_ACQUIRE_WAIT                            :占用或等待
STR_TRACE_RESTRICT_SLOT_TRY_ACQUIRE                             :尝试占用
STR_TRACE_RESTRICT_SLOT_RELEASE_FRONT                           :车头退出
STR_TRACE_RESTRICT_SLOT_RELEASE_BACK                            :车尾退出
STR_TRACE_RESTRICT_SLOT_RELEASE_ON_RESERVE                      :路径退出
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_ACQUIRE_WAIT                :路径结束时占用或等待
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_TRY_ACQUIRE                 :路径结束时尝试占用
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_RELEASE                     :路径结束时退出
STR_TRACE_RESTRICT_SLOT_ACQUIRE_WAIT_ITEM                       :占用槽位：“{STRING}”{BLACK}{STRING}，若无法占用则等待
STR_TRACE_RESTRICT_SLOT_TRY_ACQUIRE_ITEM                        :尝试占用槽位：“{STRING}”{BLACK}{STRING}，若无法占用则忽略
STR_TRACE_RESTRICT_SLOT_RELEASE_FRONT_ITEM                      :车头通过后退出槽位：“{STRING}”{BLACK}{STRING}
STR_TRACE_RESTRICT_SLOT_RELEASE_BACK_ITEM                       :车尾通过后退出槽位：“{STRING}”{BLACK}{STRING}
STR_TRACE_RESTRICT_SLOT_RELEASE_ON_RESERVE_ITEM                 :路径预留时退出槽位：“{STRING}”{BLACK}{STRING}
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_ACQUIRE_WAIT_ITEM           :路径预留在此结束时占用槽位：“{STRING}”{BLACK}{STRING}，若无法占用则等待
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_TRY_ACQUIRE_ITEM            :路径预留在此结束时尝试占用槽位：“{STRING}”{BLACK}{STRING}，若无法占用则忽略
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_RELEASE_ITEM                :路径预留在此结束时退出槽位：“{STRING}”{BLACK}{STRING}
STR_TRACE_RESTRICT_SLOT_NAME                                    :{TRSLOT}
STR_TRACE_RESTRICT_SLOT_NAME_PREFIXED                           :[{STRING}] {TRSLOT}
STR_TRACE_RESTRICT_SLOT_LIST_HEADER                             :{BLACK}槽位{CONSUME_ARG}：{LTBLUE}
STR_TRACE_RESTRICT_SLOT_LIST_SEPARATOR                          :{BLACK}，{LTBLUE}
STR_TRACE_RESTRICT_COUNTER_NAME                                 :{TRCOUNTER}
STR_TRACE_RESTRICT_COUNTER_INCREASE                             :增加
STR_TRACE_RESTRICT_COUNTER_DECREASE                             :减少
STR_TRACE_RESTRICT_COUNTER_SET                                  :设定
STR_TRACE_RESTRICT_COUNTER_INCREASE_ITEM                        :将计数器：“{STRING}”增加 {COMMA}
STR_TRACE_RESTRICT_COUNTER_DECREASE_ITEM                        :将计数器：“{STRING}”减少 {COMMA}
STR_TRACE_RESTRICT_COUNTER_SET_ITEM                             :将计数器：“{STRING}”设置为 {COMMA}
STR_TRACE_RESTRICT_TRAIN_STATUS_EMPTY                           :空载
STR_TRACE_RESTRICT_TRAIN_STATUS_FULL                            :满载
STR_TRACE_RESTRICT_TRAIN_STATUS_BROKEN_DOWN                     :已损坏
STR_TRACE_RESTRICT_TRAIN_STATUS_NEEDS_REPAIR                    :需维修
STR_TRACE_RESTRICT_TRAIN_STATUS_REVERSING                       :转向
STR_TRACE_RESTRICT_TRAIN_STATUS_HEADING_TO_STATION_WAYPOINT     :正前往车站或路点
STR_TRACE_RESTRICT_TRAIN_STATUS_HEADING_TO_DEPOT                :正前往车库
STR_TRACE_RESTRICT_TRAIN_STATUS_LOADING                         :正加载
STR_TRACE_RESTRICT_TRAIN_STATUS_WAITING                         :正等待
STR_TRACE_RESTRICT_TRAIN_STATUS_LOST                            :正迷路
STR_TRACE_RESTRICT_TRAIN_STATUS_REQUIRES_SERVICE                :需要维护
STR_TRACE_RESTRICT_TRAIN_STATUS_STOPPING_AT_STATION_WAYPOINT    :正停放在车站或路点
STR_TRACE_RESTRICT_REVERSE_SIG                                  :在信号前掉头
STR_TRACE_RESTRICT_REVERSE_SIG_CANCEL                           :取消在信号前掉头
STR_TRACE_RESTRICT_REVERSE_AT_SIG                               :在路径信号前掉头
STR_TRACE_RESTRICT_REVERSE_AT_SIG_CANCEL                        :取消在路径信号前掉头
STR_TRACE_RESTRICT_SET_SPEED_RESTRICTION                        :列车限速：{VELOCITY}
STR_TRACE_RESTRICT_REMOVE_SPEED_RESTRICTION                     :移除列车限速
STR_TRACE_RESTRICT_TRAIN_NOT_STUCK                              :列车未被卡住，不显示有关列车在此信号前等待的消息
STR_TRACE_RESTRICT_TRAIN_NOT_STUCK_CANCEL                       :还原显示有关列车在此信号前等待的消息
STR_TRACE_RESTRICT_TRAIN_NOT_STUCK_SHORT                        :列车未被卡住……
STR_TRACE_RESTRICT_TRAIN_NOT_STUCK_CANCEL_SHORT                 :取消列车未被卡住……
STR_TRACE_RESTRICT_NO_PBS_BACK_PENALTY                          :忽略反向通过路径信号的惩罚
STR_TRACE_RESTRICT_NO_PBS_BACK_PENALTY_CANCEL                   :还原反向通过路径信号的惩罚
STR_TRACE_RESTRICT_NO_PBS_BACK_PENALTY_SHORT                    :忽略反向惩罚
STR_TRACE_RESTRICT_NO_PBS_BACK_PENALTY_CANCEL_SHORT             :还原反向惩罚
STR_TRACE_RESTRICT_MAKE_TRAIN_SPEED_ADAPTATION_EXEMPT           :移除列车自动速度调整
STR_TRACE_RESTRICT_REMOVE_TRAIN_SPEED_ADAPTATION_EXEMPT         :还原列车自动速度调整
STR_TRACE_RESTRICT_MAKE_TRAIN_SPEED_ADAPTATION_EXEMPT_SHORT     :移除调整
STR_TRACE_RESTRICT_REMOVE_TRAIN_SPEED_ADAPTATION_EXEMPT_SHORT   :还原调整
STR_TRACE_RESTRICT_USE_NORMAL_ASPECT_MODE                       :使用标准信号分相（结合标准/调度信号）
STR_TRACE_RESTRICT_USE_SHUNT_ASPECT_MODE                        :使用调度信号分相（结合标准/调度信号）
STR_TRACE_RESTRICT_USE_NORMAL_ASPECT_MODE_SHORT                 :使用标准信号分相
STR_TRACE_RESTRICT_USE_SHUNT_ASPECT_MODE_SHORT                  :使用调度信号分相
STR_TRACE_RESTRICT_TIME_MINUTE                                  :当前分钟（0-59）
STR_TRACE_RESTRICT_TIME_HOUR                                    :当前小时（0-23）
STR_TRACE_RESTRICT_TIME_HOUR_MINUTE                             :当前时间（0-2359）
STR_TRACE_RESTRICT_TIME_DAY                                     :当前日（1-31）
STR_TRACE_RESTRICT_TIME_MONTH                                   :当前月（1-12）
STR_TRACE_RESTRICT_TIME_MINUTE_ITEM                             :当前分钟
STR_TRACE_RESTRICT_TIME_HOUR_ITEM                               :当前小时
STR_TRACE_RESTRICT_TIME_HOUR_MINUTE_ITEM                        :当前时间
STR_TRACE_RESTRICT_TIME_DAY_ITEM                                :当前日
STR_TRACE_RESTRICT_TIME_MONTH_ITEM                              :当前月
STR_TRACE_RESTRICT_TIME_MINUTE_SHORT                            :分钟
STR_TRACE_RESTRICT_TIME_HOUR_SHORT                              :小时
STR_TRACE_RESTRICT_TIME_HOUR_MINUTE_SHORT                       :小时分钟
STR_TRACE_RESTRICT_TIME_DAY_ITEM_SHORT                          :日
STR_TRACE_RESTRICT_TIME_MONTH_ITEM_SHORT                        :月
STR_TRACE_RESTRICT_TIMETABLE_LATENESS                           :延误
STR_TRACE_RESTRICT_TIMETABLE_EARLINESS                          :早点

STR_TRACE_RESTRICT_DISPATCH_SLOT_NEXT                           :下个发车时间
STR_TRACE_RESTRICT_DISPATCH_SLOT_LAST                           :最后一个发车时间
STR_TRACE_RESTRICT_DISPATCH_SLOT_VEH                            :载具的发车时间

STR_TRACE_RESTRICT_DISPATCH_SLOT_SHORT_NEXT                     :下个
STR_TRACE_RESTRICT_DISPATCH_SLOT_SHORT_LAST                     :最后一个
STR_TRACE_RESTRICT_DISPATCH_SLOT_SHORT_VEH                      :载具

STR_TRACE_RESTRICT_VALUE_CAPTION                                :{WHITE}值
STR_TRACE_RESTRICT_CAPTION                                      :{WHITE}寻路限制程序
STR_TRACE_RESTRICT_CAPTION_SHARED                               :{WHITE}寻路限制程序 - 由 {COMMA} 个信号共享
STR_TRACE_RESTRICT_UP_BTN_TOOLTIP                               :{BLACK}上移所选的指令{}按住 <Ctrl> 键点击以选择单个指令而不是整个语句块
STR_TRACE_RESTRICT_DOWN_BTN_TOOLTIP                             :{BLACK}下移所选的指令{}按住 <Ctrl> 键点击以选择单个指令而不是整个语句块
STR_TRACE_RESTRICT_TYPE_TOOLTIP                                 :{BLACK}类型
STR_TRACE_RESTRICT_COND_COMPARATOR_TOOLTIP                      :{BLACK}比较运算符
STR_TRACE_RESTRICT_COND_VALUE_TOOLTIP                           :{BLACK}值
STR_TRACE_RESTRICT_CONDFLAGS_TOOLTIP                            :{BLACK}条件类型
STR_TRACE_RESTRICT_GOTO_SIGNAL_TOOLTIP                          :{BLACK}到信号
STR_TRACE_RESTRICT_SLOT_OP_TOOLTIP                              :{BLACK}槽位处理模式
STR_TRACE_RESTRICT_SLOT_GUI_LIST_TOOLTIP                        :{BLACK}槽位—点击一个槽位来列出所有属于这个槽位的载具列表
STR_TRACE_RESTRICT_SLOT_CREATE_TOOLTIP                          :{BLACK}点击创建槽位
STR_TRACE_RESTRICT_SLOT_DELETE_TOOLTIP                          :{BLACK}删除所选槽位
STR_TRACE_RESTRICT_SLOT_RENAME_TOOLTIP                          :{BLACK}重名名所选槽位
STR_TRACE_RESTRICT_SLOT_SET_MAX_OCCUPANCY_TOOLTIP               :{BLACK}设定所选槽位的容量
STR_TRACE_RESTRICT_SLOT_CAPTION                                 :{WHITE}寻路限制 - 管理槽位（{STRING}）
STR_TRACE_RESTRICT_SLOT_MANAGE                                  :管理槽位
STR_TRACE_RESTRICT_SLOT_MAX_OCCUPANCY                           :{TINY_FONT}{COMMA} / {COMMA}
STR_TRACE_RESTRICT_SLOT_RENAME_CAPTION                          :{BLACK}重命名槽位
STR_TRACE_RESTRICT_SLOT_CREATE_CAPTION                          :{BLACK}创建槽位
STR_TRACE_RESTRICT_SLOT_SET_MAX_OCCUPANCY_CAPTION               :{BLACK}设置最大槽位占用
STR_TRACE_RESTRICT_SLOT_QUERY_DELETE_CAPTION                    :{WHITE}删除槽位
STR_TRACE_RESTRICT_SLOT_DELETE_QUERY_TEXT                       :{WHITE}你确定你要删除该槽位吗？
STR_TRACE_RESTRICT_COUNTER_OP_TOOLTIP                           :{BLACK}计数器运算类型
STR_TRACE_RESTRICT_COUNTER_GUI_LIST_TOOLTIP                     :{BLACK}计数器 - 点击一个计数器来修改它
STR_TRACE_RESTRICT_COUNTER_CREATE                               :{BLACK}创建
STR_TRACE_RESTRICT_COUNTER_DELETE                               :{BLACK}删除
STR_TRACE_RESTRICT_COUNTER_RENAME                               :{BLACK}重命名
STR_TRACE_RESTRICT_COUNTER_SET_VALUE                            :{BLACK}设定值
STR_TRACE_RESTRICT_COUNTER_CREATE_TOOLTIP                       :{BLACK}点击创建计数器
STR_TRACE_RESTRICT_COUNTER_DELETE_TOOLTIP                       :{BLACK}删除所选计数器
STR_TRACE_RESTRICT_COUNTER_RENAME_TOOLTIP                       :{BLACK}重命名所选计数器
STR_TRACE_RESTRICT_COUNTER_SET_VALUE_TOOLTIP                    :{BLACK}设置所选计数器值
STR_TRACE_RESTRICT_COUNTER_CAPTION                              :{WHITE}寻路限制 - 计数器管理
STR_TRACE_RESTRICT_COUNTER_MANAGE                               :管理计数器
STR_TRACE_RESTRICT_COUNTER_RENAME_CAPTION                       :{BLACK}重命名计数器
STR_TRACE_RESTRICT_COUNTER_CREATE_CAPTION                       :{BLACK}创建计数器
STR_TRACE_RESTRICT_COUNTER_SET_VALUE_CAPTION                    :{BLACK}设置计数器值
STR_TRACE_RESTRICT_COUNTER_QUERY_DELETE_CAPTION                 :{WHITE}删除计数器
STR_TRACE_RESTRICT_COUNTER_DELETE_QUERY_TEXT                    :{WHITE}你确定删除这个计数器吗？
STR_TRACE_RESTRICT_INSERT                                       :{BLACK}插入
STR_TRACE_RESTRICT_REMOVE                                       :{BLACK}移除
STR_TRACE_RESTRICT_RESET                                        :{BLACK}重设
STR_TRACE_RESTRICT_COPY                                         :{BLACK}复制
STR_TRACE_RESTRICT_APPEND                                       :{BLACK}添加
STR_TRACE_RESTRICT_DUPLICATE                                    :{BLACK}重复
STR_TRACE_RESTRICT_SHARE                                        :{BLACK}共享
STR_TRACE_RESTRICT_UNSHARE                                      :{BLACK}取消共享
STR_TRACE_RESTRICT_SHARE_ONTO                                   :{BLACK}分享到
STR_TRACE_RESTRICT_SELECT_TARGET                                :{BLACK}选择目标
STR_TRACE_RESTRICT_SELECT_SIGNAL                                :{BLACK}选择信号
STR_TRACE_RESTRICT_SELECT_TILE                                  :{BLACK}选择格子
STR_TRACE_RESTRICT_INSERT_TOOLTIP                               :{BLACK}插入指令
STR_TRACE_RESTRICT_REMOVE_TOOLTIP                               :{BLACK}移除所选的指令{}按住 <Ctrl> 键点击以在保留其内容的前提下移除所选的条件指令
STR_TRACE_RESTRICT_RESET_TOOLTIP                                :{BLACK}重设当前信号（没有受影响的共享程序）
STR_TRACE_RESTRICT_COPY_TOOLTIP                                 :{BLACK}从另外的信号处复制程序{}按住 <Ctrl> 键点击来添加从另外的信号复制来的程序
STR_TRACE_RESTRICT_DUPLICATE_TOOLTIP                            :{BLACK}重复当前选择的指令{}按住 <Ctrl> 键点击可附加另一个信号的程序
STR_TRACE_RESTRICT_SHARE_TOOLTIP                                :{BLACK}与其他信号共享程序
