STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :Превосходный
STR_NETWORK_MESSAGE_MONEY_GIVE_SRC_DESCRIPTION                  :{STRING} ({COMPANY})

STR_TRANSPARENT_LOADING_TOOLTIP                                 :{BLACK}Переключение прозрачности индикаторов загрузки. Ctrl+клик - заблокировать.
STR_TRANSPARENT_TUNNELS_TOOLTIP                                 :{BLACK}Переключение прозрачности транспортных средств в туннелях. Ctrl+клик - заблокировать.

STR_LINKGRAPH_STATS_TOOLTIP_TIME_EXTENSION_GENERAL              :{}Среднее время в пути: {STRING}
STR_LINKGRAPH_STATS_TOOLTIP_CAPACITY                            :{}Ёмкость: {CARGO_LONG}
STR_LINKGRAPH_STATS_TOOLTIP_USAGE                               :{}Использование: {CARGO_LONG}
STR_LINKGRAPH_STATS_TOOLTIP_PLANNED                             :{}Планируется: {CARGO_LONG}
STR_LINKGRAPH_STATS_TOOLTIP_DISTANCE                            :Манхэттенское расстояние: {COMMA} клет{P ка ки ок}{}Расстояние птичьего полета: {COMMA} клет{P ка ки ок}

STR_LINKGRAPH_STATS_TOOLTIP_PRODUCTION_INTERVAL                 :{BLACK}{CARGO_LONG} нужно перевезти за один производственный интервал из {STATION} на {STATION} ({COMMA}% вместимости){STRING}

STR_RAIL_TOOLBAR_TOOLTIP_BUILD_POLYRAIL                         :{BLACK}Построить железнодорожный путь с помощью режима полилинии. Ctrl переключает строительство/удаление железной дороги. Shift переключает строительство/показ сметы расходов

STR_BUILD_SIGNAL_SEMAPHORE_PROG_TOOLTIP                         :{BLACK}Программируемый предварительный сигнал (семафор){}Программируемый предварительный сигнал - это комбинированный сигнал, который может быть запрограммирован на сложное поведение.
STR_BUILD_SIGNAL_SEMAPHORE_NO_ENTRY_TOOLTIP                     :{BLACK}Сигнал запрета входа (семафор){}Сигнал пути позволяет нескольким поездам одновременно входить в сигнальный блок, если поезд может зарезервировать путь к безопасной точке остановки. Сигналы о запрете въезда не могут быть переданы с лицевой стороны
STR_BUILD_SIGNAL_ELECTRIC_PROG_TOOLTIP                          :{BLACK}Программируемый предварительный сигнал (электрический){}Программируемый предварительный сигнал - это комбинированный сигнал, который может быть запрограммирован на сложное поведение.
STR_BUILD_SIGNAL_ELECTRIC_NO_ENTRY_TOOLTIP                      :{BLACK}Сигнал запрета въезда (электрический){}Сигнал пути позволяет нескольким поездам одновременно входить в сигнальный блок, если поезд может зарезервировать путь к безопасной точке остановки. Сигналы о запрете въезда не могут быть переданы с лицевой стороны
