STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_TRACE_RESTRICT_CONDITIONAL_OWNER                            :{STRING}{STRING}{STRING}“{COMPANY}{COMPANY_NUM}”，則
STR_TRACE_RESTRICT_CONDITIONAL_SLOT                             :{STRING}列車{STRING}在停泊位置：“{TRSLOT}”內，則
STR_TRACE_RESTRICT_CONDITIONAL_SLOT_STR                         :{STRING}列車{STRING}在停泊位置：“{STRING}”內{BLACK}{STRING}，則
STR_TRACE_RESTRICT_CONDITIONAL_SLOT_OCCUPANCY                   :{0:STRING}停泊位置：“{2:TRSLOT}”的{1:STRING}{3:STRING} {4:COMMA}，則
STR_TRACE_RESTRICT_CONDITIONAL_SLOT_OCCUPANCY_STR               :{0:STRING}停泊位置：“{2:STRING}”的{1:STRING}{3:STRING}{4:STRING} {5:COMMA}，則
STR_TRACE_RESTRICT_CONDITIONAL_TRAIN_STATUS                     :{STRING}列車{STRING}狀態：{STRING}，則
STR_TRACE_RESTRICT_CONDITIONAL_COUNTER                          :{STRING}計數器值：{TRCOUNTER} {STRING} {COMMA}，則
STR_TRACE_RESTRICT_CONDITIONAL_COUNTER_STR                      :{STRING}計數器值：{STRING} {BLACK}{STRING} {STRING} {COMMA}，則
STR_TRACE_RESTRICT_CONDITIONAL_ENGINE_CLASSES                   :{STRING}列車 {STRING}：{STRING}，則
STR_TRACE_RESTRICT_CONDITIONAL_TARGET_DIRECTION                 :{STRING}格：{STRING} {STRING} 的此號誌區域比 {STRING} 更遠，則
STR_TRACE_RESTRICT_CONDITIONAL_PASSES_TILE_INDEX                :{STRING}{STRING} {STRING} {NUM} x {NUM}，則
STR_TRACE_RESTRICT_CONDITIONAL_UNDEFINED                        :{STRING}{STRING}{STRING}{RED}未命名{BLACK}{STRING}，則
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_UNDEFINED                :{STRING}{RED}未命名{BLACK}{STRING}，則
STR_TRACE_RESTRICT_PF_PENALTY_ITEM                              :增加尋路懲罰：{COMMA}
STR_TRACE_RESTRICT_PF_PENALTY_ITEM_PRESET                       :增加尋路懲罰：{STRING}
STR_TRACE_RESTRICT_WHITE                                        :{WHITE}
STR_TRACE_RESTRICT_START                                        :開始
STR_TRACE_RESTRICT_END                                          :結束
STR_TRACE_RESTRICT_PF_DENY                                      :拒絕通過
STR_TRACE_RESTRICT_PF_ALLOW                                     :允許通過
STR_TRACE_RESTRICT_PF_ALLOW_LONG                                :允許通過（撤回拒絕）
STR_TRACE_RESTRICT_RESERVE_THROUGH                              :延續預留
STR_TRACE_RESTRICT_RESERVE_THROUGH_CANCEL                       :取消延續預留
STR_TRACE_RESTRICT_LONG_RESERVE                                 :接續預留
STR_TRACE_RESTRICT_LONG_RESERVE_CANCEL                          :取消接續預留
STR_TRACE_RESTRICT_LONG_RESERVE_UNLESS_STOPPING                 :接續預留（除非停車）
STR_TRACE_RESTRICT_WAIT_AT_PBS                                  :等待號誌
STR_TRACE_RESTRICT_WAIT_AT_PBS_CANCEL                           :取消等待號誌
STR_TRACE_RESTRICT_PBS_RES_END_WAIT                             :等待在這裡結束的預留路徑號誌
STR_TRACE_RESTRICT_PBS_RES_END_WAIT_CANCEL                      :取消等待在這裡結束的預留路徑號誌
STR_TRACE_RESTRICT_PBS_RES_END_WAIT_SHORT                       :等待路徑號誌開始……
STR_TRACE_RESTRICT_PBS_RES_END_WAIT_CANCEL_SHORT                :取消等待路徑號誌開始……
STR_TRACE_RESTRICT_PF_PENALTY                                   :懲罰
STR_TRACE_RESTRICT_PF_VALUE_SMALL                               :小
STR_TRACE_RESTRICT_PF_VALUE_MEDIUM                              :中
STR_TRACE_RESTRICT_PF_VALUE_LARGE                               :大
STR_TRACE_RESTRICT_PF_VALUE_CUSTOM                              :自訂
STR_TRACE_RESTRICT_DIRECTION_FRONT                              :前
STR_TRACE_RESTRICT_DIRECTION_BACK                               :後
STR_TRACE_RESTRICT_DIRECTION_NE                                 :東北
STR_TRACE_RESTRICT_DIRECTION_SE                                 :東南
STR_TRACE_RESTRICT_DIRECTION_SW                                 :西南
STR_TRACE_RESTRICT_DIRECTION_NW                                 :西北
STR_TRACE_RESTRICT_DIRECTION_TUNBRIDGE_ENTRANCE                 :在進入橋隧中
STR_TRACE_RESTRICT_DIRECTION_TUNBRIDGE_EXIT                     :在離開橋隧中
STR_TRACE_RESTRICT_COMPANY                                      :公司
STR_TRACE_RESTRICT_UNDEFINED_COMPANY                            :未命名公司
STR_TRACE_RESTRICT_SLOT_OP                                      :停泊位置操作
STR_TRACE_RESTRICT_REVERSE                                      :倒轉
STR_TRACE_RESTRICT_SPEED_RESTRICTION                            :限速
STR_TRACE_RESTRICT_NEWS_CONTROL                                 :新聞控制
STR_TRACE_RESTRICT_COUNTER_OP                                   :計數器控制
STR_TRACE_RESTRICT_PF_PENALTY_CONTROL                           :延遲控制
STR_TRACE_RESTRICT_SPEED_ADAPTATION_CONTROL                     :速度調整控制
STR_TRACE_RESTRICT_SIGNAL_MODE_CONTROL                          :號誌模式控制
STR_TRACE_RESTRICT_SLOT_ACQUIRE_WAIT                            :使用或等待
STR_TRACE_RESTRICT_SLOT_TRY_ACQUIRE                             :嘗試使用
STR_TRACE_RESTRICT_SLOT_RELEASE_FRONT                           :車頭離開
STR_TRACE_RESTRICT_SLOT_RELEASE_BACK                            :車尾離開
STR_TRACE_RESTRICT_SLOT_RELEASE_ON_RESERVE                      :路徑離開
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_ACQUIRE_WAIT                :路徑結束時使用或等待
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_TRY_ACQUIRE                 :路徑結束時嘗試使用
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_RELEASE                     :路徑結束時離開
STR_TRACE_RESTRICT_SLOT_ACQUIRE_WAIT_ITEM                       :使用停泊位置：“{STRING}”{BLACK}{STRING}，若無法使用則等待
STR_TRACE_RESTRICT_SLOT_TRY_ACQUIRE_ITEM                        :嘗試使用停泊位置：“{STRING}”{BLACK}{STRING}，若無法使用則忽略
STR_TRACE_RESTRICT_SLOT_RELEASE_FRONT_ITEM                      :車頭通過後離開停泊位置：“{STRING}”{BLACK}{STRING}
STR_TRACE_RESTRICT_SLOT_RELEASE_BACK_ITEM                       :車尾通過後離開停泊位置：“{STRING}”{BLACK}{STRING}
STR_TRACE_RESTRICT_SLOT_RELEASE_ON_RESERVE_ITEM                 :路徑預留時離開停泊位置：“{STRING}”{BLACK}{STRING}
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_ACQUIRE_WAIT_ITEM           :路徑預留在此結束時使用停泊位置：“{STRING}”{BLACK}{STRING}，若無法使用則等待
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_TRY_ACQUIRE_ITEM            :路徑預留在此結束時嘗試使用停泊位置：“{STRING}”{BLACK}{STRING}，若無法使用則忽略
STR_TRACE_RESTRICT_SLOT_PBS_RES_END_RELEASE_ITEM                :路徑預留在此結束時離開停泊位置：“{STRING}”{BLACK}{STRING}
STR_TRACE_RESTRICT_SLOT_NAME                                    :{TRSLOT}
STR_TRACE_RESTRICT_SLOT_NAME_PREFIXED                           :[{STRING}] {TRSLOT}
STR_TRACE_RESTRICT_SLOT_LIST_HEADER                             :{BLACK}停泊位置{CONSUME_ARG}：{LTBLUE}
STR_TRACE_RESTRICT_SLOT_LIST_SEPARATOR                          :{BLACK}，{LTBLUE}
STR_TRACE_RESTRICT_COUNTER_NAME                                 :{TRCOUNTER}
STR_TRACE_RESTRICT_COUNTER_INCREASE                             :增加
STR_TRACE_RESTRICT_COUNTER_DECREASE                             :減少
STR_TRACE_RESTRICT_COUNTER_SET                                  :設定
STR_TRACE_RESTRICT_COUNTER_INCREASE_ITEM                        :將計數器：“{STRING}”增加 {COMMA}
STR_TRACE_RESTRICT_COUNTER_DECREASE_ITEM                        :將計數器：“{STRING}”減少 {COMMA}
STR_TRACE_RESTRICT_COUNTER_SET_ITEM                             :將計數器：“{STRING}”設定為 {COMMA}
STR_TRACE_RESTRICT_TRAIN_STATUS_EMPTY                           :空載
STR_TRACE_RESTRICT_TRAIN_STATUS_FULL                            :滿載
STR_TRACE_RESTRICT_TRAIN_STATUS_BROKEN_DOWN                     :已損壞
STR_TRACE_RESTRICT_TRAIN_STATUS_NEEDS_REPAIR                    :需維護
STR_TRACE_RESTRICT_TRAIN_STATUS_REVERSING                       :轉向
STR_TRACE_RESTRICT_TRAIN_STATUS_HEADING_TO_STATION_WAYPOINT     :現正前往車站或號誌站
STR_TRACE_RESTRICT_TRAIN_STATUS_HEADING_TO_DEPOT                :現正前往機廠
STR_TRACE_RESTRICT_TRAIN_STATUS_LOADING                         :正在裝載
STR_TRACE_RESTRICT_TRAIN_STATUS_WAITING                         :正在等待
STR_TRACE_RESTRICT_TRAIN_STATUS_LOST                            :現正迷路
STR_TRACE_RESTRICT_TRAIN_STATUS_REQUIRES_SERVICE                :需要維護
STR_TRACE_RESTRICT_TRAIN_STATUS_STOPPING_AT_STATION_WAYPOINT    :正停放在車站或號誌站
STR_TRACE_RESTRICT_REVERSE_SIG                                  :在號誌前掉頭
STR_TRACE_RESTRICT_REVERSE_SIG_CANCEL                           :取消在號誌前掉頭
STR_TRACE_RESTRICT_REVERSE_AT_SIG                               :在路徑號誌前掉頭
STR_TRACE_RESTRICT_REVERSE_AT_SIG_CANCEL                        :取消在路徑號誌前掉頭
STR_TRACE_RESTRICT_SET_SPEED_RESTRICTION                        :列車限速：{VELOCITY}
STR_TRACE_RESTRICT_REMOVE_SPEED_RESTRICTION                     :移除列車限速
STR_TRACE_RESTRICT_TRAIN_NOT_STUCK                              :列車未被卡住，不顯示有關列車在此號誌前等待的消息
STR_TRACE_RESTRICT_TRAIN_NOT_STUCK_CANCEL                       :還原顯示有關列車在此號誌前等待的消息
STR_TRACE_RESTRICT_TRAIN_NOT_STUCK_SHORT                        :列車未被卡住……
STR_TRACE_RESTRICT_TRAIN_NOT_STUCK_CANCEL_SHORT                 :取消列車未被卡住……
STR_TRACE_RESTRICT_NO_PBS_BACK_PENALTY                          :忽略反向通過路徑號誌的懲罰
STR_TRACE_RESTRICT_NO_PBS_BACK_PENALTY_CANCEL                   :還原反向通過路徑號誌的懲罰
STR_TRACE_RESTRICT_NO_PBS_BACK_PENALTY_SHORT                    :忽略反向懲罰
STR_TRACE_RESTRICT_NO_PBS_BACK_PENALTY_CANCEL_SHORT             :還原反向懲罰
STR_TRACE_RESTRICT_MAKE_TRAIN_SPEED_ADAPTATION_EXEMPT           :移除列車自動速度調整
STR_TRACE_RESTRICT_REMOVE_TRAIN_SPEED_ADAPTATION_EXEMPT         :還原列車自動速度調整
STR_TRACE_RESTRICT_MAKE_TRAIN_SPEED_ADAPTATION_EXEMPT_SHORT     :移除調整
STR_TRACE_RESTRICT_REMOVE_TRAIN_SPEED_ADAPTATION_EXEMPT_SHORT   :還原調整
STR_TRACE_RESTRICT_USE_NORMAL_ASPECT_MODE                       :使用標準號誌分相（結合標準/調度號誌）
STR_TRACE_RESTRICT_USE_SHUNT_ASPECT_MODE                        :使用調度號誌分相（結合標準/調度號誌）
STR_TRACE_RESTRICT_USE_NORMAL_ASPECT_MODE_SHORT                 :使用標準號誌分相
STR_TRACE_RESTRICT_USE_SHUNT_ASPECT_MODE_SHORT                  :使用調度號誌分相
STR_TRACE_RESTRICT_TIME_MINUTE                                  :當前分鐘（0-59）
STR_TRACE_RESTRICT_TIME_HOUR                                    :當前小時（0-23）
STR_TRACE_RESTRICT_TIME_HOUR_MINUTE                             :當前時間（0-2359）
STR_TRACE_RESTRICT_TIME_DAY                                     :當前日（1-31）
STR_TRACE_RESTRICT_TIME_MONTH                                   :當前月（1-12）
STR_TRACE_RESTRICT_TIME_MINUTE_ITEM                             :當前分鐘
STR_TRACE_RESTRICT_TIME_HOUR_ITEM                               :當前小時
STR_TRACE_RESTRICT_TIME_HOUR_MINUTE_ITEM                        :當前時間
STR_TRACE_RESTRICT_TIME_DAY_ITEM                                :當前日
STR_TRACE_RESTRICT_TIME_MONTH_ITEM                              :當前月
STR_TRACE_RESTRICT_TIME_MINUTE_SHORT                            :分鐘
STR_TRACE_RESTRICT_TIME_HOUR_SHORT                              :小時
STR_TRACE_RESTRICT_TIME_HOUR_MINUTE_SHORT                       :小時分鐘
STR_TRACE_RESTRICT_TIME_DAY_ITEM_SHORT                          :日
STR_TRACE_RESTRICT_TIME_MONTH_ITEM_SHORT                        :月
STR_TRACE_RESTRICT_TIMETABLE_LATENESS                           :晚點
STR_TRACE_RESTRICT_TIMETABLE_EARLINESS                          :早點

STR_TRACE_RESTRICT_DISPATCH_SLOT_NEXT                           :下個發車時間
STR_TRACE_RESTRICT_DISPATCH_SLOT_LAST                           :最後一個發車時間
STR_TRACE_RESTRICT_DISPATCH_SLOT_VEH                            :車輛的發車時間

STR_TRACE_RESTRICT_DISPATCH_SLOT_SHORT_NEXT                     :下個
STR_TRACE_RESTRICT_DISPATCH_SLOT_SHORT_LAST                     :最後一個
STR_TRACE_RESTRICT_DISPATCH_SLOT_SHORT_VEH                      :車輛

STR_TRACE_RESTRICT_VALUE_CAPTION                                :{WHITE}值
STR_TRACE_RESTRICT_CAPTION                                      :{WHITE}尋路限制邏輯
STR_TRACE_RESTRICT_CAPTION_SHARED                               :{WHITE}尋路限制邏輯 - 由 {COMMA} 個號誌共享
STR_TRACE_RESTRICT_UP_BTN_TOOLTIP                               :{BLACK}上移所選的任務{}按住 <Ctrl> 鍵點擊以選擇一個任務而不是整個語句塊
STR_TRACE_RESTRICT_DOWN_BTN_TOOLTIP                             :{BLACK}下移所選的任務{}按住 <Ctrl> 鍵點擊以選擇一個任務而不是整個語句塊
STR_TRACE_RESTRICT_TYPE_TOOLTIP                                 :{BLACK}類型
STR_TRACE_RESTRICT_COND_COMPARATOR_TOOLTIP                      :{BLACK}比較運算符
STR_TRACE_RESTRICT_COND_VALUE_TOOLTIP                           :{BLACK}值
STR_TRACE_RESTRICT_CONDFLAGS_TOOLTIP                            :{BLACK}條件類型
STR_TRACE_RESTRICT_GOTO_SIGNAL_TOOLTIP                          :{BLACK}到號誌
STR_TRACE_RESTRICT_SLOT_OP_TOOLTIP                              :{BLACK}停泊位置處理模式
STR_TRACE_RESTRICT_SLOT_GUI_LIST_TOOLTIP                        :{BLACK}停泊位置 — 點擊一個停泊位置來列出所有屬於這個停泊位置的車輛清單
STR_TRACE_RESTRICT_SLOT_CREATE_TOOLTIP                          :{BLACK}點擊建立停泊位置
STR_TRACE_RESTRICT_SLOT_DELETE_TOOLTIP                          :{BLACK}刪除所選停泊位置
STR_TRACE_RESTRICT_SLOT_RENAME_TOOLTIP                          :{BLACK}重新命名所選停泊位置
STR_TRACE_RESTRICT_SLOT_SET_MAX_OCCUPANCY_TOOLTIP               :{BLACK}設定所選停泊位置的容量
STR_TRACE_RESTRICT_SLOT_CAPTION                                 :{WHITE}尋路限制 - 管理停泊位置（{STRING}）
STR_TRACE_RESTRICT_SLOT_MANAGE                                  :管理停泊位置
STR_TRACE_RESTRICT_SLOT_MAX_OCCUPANCY                           :{TINY_FONT}{COMMA} / {COMMA}
STR_TRACE_RESTRICT_SLOT_RENAME_CAPTION                          :{BLACK}重新命名停泊位置
STR_TRACE_RESTRICT_SLOT_CREATE_CAPTION                          :{BLACK}建立停泊位置
STR_TRACE_RESTRICT_SLOT_SET_MAX_OCCUPANCY_CAPTION               :{BLACK}設定最大停泊位置使用
STR_TRACE_RESTRICT_SLOT_QUERY_DELETE_CAPTION                    :{WHITE}刪除停泊位置
STR_TRACE_RESTRICT_SLOT_DELETE_QUERY_TEXT                       :{WHITE}你確定你要刪除該停泊位置嗎？
STR_TRACE_RESTRICT_COUNTER_OP_TOOLTIP                           :{BLACK}計數器運算類型
STR_TRACE_RESTRICT_COUNTER_GUI_LIST_TOOLTIP                     :{BLACK}計數器 - 點擊一個計數器來修改它
STR_TRACE_RESTRICT_COUNTER_CREATE                               :{BLACK}設立
STR_TRACE_RESTRICT_COUNTER_DELETE                               :{BLACK}刪除
STR_TRACE_RESTRICT_COUNTER_RENAME                               :{BLACK}重新命名
STR_TRACE_RESTRICT_COUNTER_SET_VALUE                            :{BLACK}設定值
STR_TRACE_RESTRICT_COUNTER_CREATE_TOOLTIP                       :{BLACK}點擊設立計數器
STR_TRACE_RESTRICT_COUNTER_DELETE_TOOLTIP                       :{BLACK}刪除所選計數器
STR_TRACE_RESTRICT_COUNTER_RENAME_TOOLTIP                       :{BLACK}重新命名所選計數器
STR_TRACE_RESTRICT_COUNTER_SET_VALUE_TOOLTIP                    :{BLACK}設定所選計數器值
STR_TRACE_RESTRICT_COUNTER_CAPTION                              :{WHITE}尋路限制 - 計數器管理
STR_TRACE_RESTRICT_COUNTER_MANAGE                               :管理計數器
STR_TRACE_RESTRICT_COUNTER_RENAME_CAPTION                       :{BLACK}重新命名計數器
STR_TRACE_RESTRICT_COUNTER_CREATE_CAPTION                       :{BLACK}設立計數器
STR_TRACE_RESTRICT_COUNTER_SET_VALUE_CAPTION                    :{BLACK}設定計數器值
STR_TRACE_RESTRICT_COUNTER_QUERY_DELETE_CAPTION                 :{WHITE}刪除計數器
STR_TRACE_RESTRICT_COUNTER_DELETE_QUERY_TEXT                    :{WHITE}你確定刪除這個計數器嗎？
STR_TRACE_RESTRICT_INSERT                                       :{BLACK}插入
STR_TRACE_RESTRICT_REMOVE                                       :{BLACK}移除
STR_TRACE_RESTRICT_RESET                                        :{BLACK}重設
STR_TRACE_RESTRICT_COPY                                         :{BLACK}複製
STR_TRACE_RESTRICT_APPEND                                       :{BLACK}增加
STR_TRACE_RESTRICT_DUPLICATE                                    :{BLACK}重複
STR_TRACE_RESTRICT_SHARE                                        :{BLACK}共享
STR_TRACE_RESTRICT_UNSHARE                                      :{BLACK}取消共享
STR_TRACE_RESTRICT_SHARE_ONTO                                   :{BLACK}分享到
STR_TRACE_RESTRICT_SELECT_TARGET                                :{BLACK}選擇目標
STR_TRACE_RESTRICT_SELECT_SIGNAL                                :{BLACK}選擇號誌
STR_TRACE_RESTRICT_SELECT_TILE                                  :{BLACK}選擇格子
STR_TRACE_RESTRICT_INSERT_TOOLTIP                               :{BLACK}插入任務
STR_TRACE_RESTRICT_REMOVE_TOOLTIP                               :{BLACK}移除所選的任務{}按住 <Ctrl> 鍵點擊以在保留其內容的前提下移除所選的條件任務
STR_TRACE_RESTRICT_RESET_TOOLTIP                                :{BLACK}重設當前號誌（沒有受影響的共享邏輯）
STR_TRACE_RESTRICT_COPY_TOOLTIP                                 :{BLACK}從另外的號誌處複製邏輯{}按住 <Ctrl> 鍵點擊來增加從另外的號誌複製來的邏輯
STR_TRACE_RESTRICT_DUPLICATE_TOOLTIP                            :{BLACK}重複目前選擇的任務{}按住 <Ctrl> 鍵點擊可附加另一個號誌的邏輯
STR_TRACE_RESTRICT_SHARE_TOOLTIP                                :{BLACK}與其他號誌共享邏輯
STR_TRACE_RESTRICT_UNSHARE_TOOLTIP                              :{BLACK}停止與其他號誌共享邏輯且設立一份備份
